,classe,polaridade,subjetividade,tamanho_medio_palavra,tamanho_medio_sentenca,num_exclamacoes,num_maiusculas,proporcao_stopwords,diversidade_lexica,num_numeros,entidades_nomeadas,proporcao_pronomes,num_links
0,1,0.034640580275826185,0.2968240957585221,4.459584295612009,19.660714285714285,2,12,0.41689373297002724,0.37990762124711314,18,59,0.10263396911898275,0
1,1,0.0,0.0,4.555555555555555,10.0,0,0,0.5,1.0,0,2,0.2,0
2,1,0.19040178571428573,0.5127976190476191,5.452830188679245,21.333333333333332,1,12,0.3125,0.8867924528301887,0,6,0.03125,0
3,0,0.11149305555555555,0.3871056547619047,4.874057315233785,31.52,0,16,0.4143401015228426,0.42081447963800905,16,133,0.08058375634517767,0
4,1,0.01334175084175084,0.40357744107744103,4.78125,35.27272727272727,0,15,0.3582474226804124,0.5,22,54,0.01804123711340206,0
5,1,-0.10046082949308759,0.4285714285714286,4.996124031007752,25.916666666666668,2,14,0.35691318327974275,0.5542635658914729,1,28,0.04501607717041801,0
6,1,0.0,0.0,4.171428571428572,13.666666666666666,0,24,0.4146341463414634,0.8,0,4,0.0975609756097561,0
7,1,-0.5,1.0,4.769230769230769,10.0,0,3,0.2,1.0,0,3,0.05,0
8,1,0.08208333333333333,0.48583333333333334,4.253472222222222,19.705882352941178,6,14,0.41492537313432837,0.5659722222222222,2,25,0.09253731343283582,0
9,1,-0.017018140589569138,0.4915929705215419,4.951781970649895,29.095238095238095,4,7,0.3698854337152209,0.5283018867924528,12,58,0.0425531914893617,1
10,1,0.09544552669552671,0.4273899711399711,4.816691505216095,25.833333333333332,0,7,0.3247311827956989,0.46497764530551416,30,91,0.05591397849462366,14
11,0,0.05171638257575757,0.31301914231601735,4.881748071979435,34.76923076923077,0,16,0.4026548672566372,0.4884318766066838,8,59,0.03982300884955752,0
12,0,-0.013408521303258144,0.3555764411027569,4.988584474885845,33.86666666666667,0,3,0.38188976377952755,0.5045662100456622,11,55,0.015748031496062992,0
13,1,0.10138888888888888,0.35694444444444445,4.686274509803922,27.0,0,3,0.37037037037037035,0.9607843137254902,0,4,0.037037037037037035,0
14,0,0.12895171957671955,0.43400997150997145,5.085714285714285,35.23529411764706,0,22,0.39065108514190316,0.5285714285714286,10,56,0.035058430717863104,0
15,0,0.041666666666666664,0.23125,5.163568773234201,26.333333333333332,0,7,0.36075949367088606,0.5204460966542751,12,30,0.04113924050632911,0
16,1,-0.14924728049728053,0.4190170940170939,4.414012738853503,25.535714285714285,0,21,0.4699300699300699,0.46656050955414013,12,40,0.11048951048951049,0
17,0,0.025000000000000005,0.09583333333333333,5.317880794701987,36.8,0,2,0.358695652173913,0.543046357615894,1,16,0.03260869565217391,0
18,1,0.12518957233242944,0.4322113600685031,5.087585034013605,24.30909090909091,0,13,0.4023934181002244,0.4387755102040816,18,94,0.05160807778608826,0
19,0,-0.034429112554112545,0.3965334145021645,5.224096385542168,29.11764705882353,0,5,0.37777777777777777,0.5012048192771085,9,48,0.044444444444444446,0
20,1,0.2704365079365079,0.5923280423280425,4.504166666666666,18.0,1,9,0.4074074074074074,0.5625,3,19,0.07098765432098765,0
21,1,0.022822074566260606,0.5199612403100775,4.573498964803313,27.045454545454547,0,17,0.4504201680672269,0.515527950310559,18,49,0.0957983193277311,0
22,1,0.04041666666666666,0.30416666666666664,5.002816901408451,18.347826086956523,2,2,0.4028436018957346,0.4563380281690141,3,46,0.06872037914691943,0
23,1,0.04117622848004014,0.37860380775178987,5.063511326860842,26.238938053097346,7,28,0.3794266441821248,0.3681229773462783,28,346,0.04114671163575042,0
24,1,0.081296992481203,0.47171052631578947,4.595641646489105,21.636363636363637,0,14,0.4117647058823529,0.4915254237288136,1,36,0.12184873949579832,0
25,1,0.13833333333333334,0.4416666666666667,5.039408866995074,26.77777777777778,1,3,0.3360995850622407,0.6009852216748769,4,23,0.024896265560165973,0
26,0,0.11678538633084087,0.4894024662206479,5.020446096654275,30.761904761904763,0,7,0.3591331269349845,0.4479553903345725,13,54,0.029411764705882353,0
27,0,0.11689189189189185,0.42297297297297304,5.027413587604291,29.333333333333332,0,4,0.3584710743801653,0.43861740166865315,9,127,0.03615702479338843,0
28,0,0.10170454545454546,0.41538419913419916,5.071012805587893,28.333333333333332,0,5,0.4,0.39348079161816063,9,90,0.0392156862745098,0
29,1,0.09396890987800079,0.39537255673619304,4.890041493775934,27.857142857142858,0,8,0.41025641025641024,0.5145228215767634,15,75,0.05641025641025641,0
30,0,0.051190476190476196,0.16904761904761903,4.793103448275862,25.0,0,1,0.38,0.7471264367816092,4,10,0.04,0
31,0,0.05570087945087944,0.4054902567402566,4.8006825938566555,28.131147540983605,0,4,0.4224941724941725,0.378839590443686,26,135,0.05244755244755245,0
32,1,0.1939229024943311,0.4375736961451247,4.951219512195122,24.8,1,6,0.4489247311827957,0.5426829268292683,4,18,0.06720430107526881,0
33,0,0.13665176353700945,0.4728738201689021,5.079497907949791,32.61538461538461,0,11,0.34787735849056606,0.4825662482566248,17,82,0.041273584905660375,0
34,0,0.05216625125716035,0.4370391140845686,4.938232161874335,29.54054054054054,0,7,0.4025617566331198,0.44195953141640043,19,132,0.04574565416285453,0
35,0,0.1146780303030303,0.4107323232323233,5.1786666666666665,25.72222222222222,0,4,0.3390928725701944,0.4746666666666667,24,75,0.01511879049676026,0
36,1,-1.0,1.0,4.258064516129032,7.875,1,7,0.1746031746031746,0.7741935483870968,3,7,0.06349206349206349,1
37,1,0.020328282828282838,0.701010101010101,4.938697318007663,20.95744680851064,0,5,0.013197969543147208,0.4163473818646232,13,88,0.0020304568527918783,0
38,1,0.03169191919191919,0.5133364898989897,4.413255360623782,25.08,0,13,0.40669856459330145,0.5048732943469786,5,45,0.07814992025518341,0
39,1,-0.0071428571428571366,0.5121428571428571,4.7994428969359335,21.894736842105264,1,8,0.40384615384615385,0.5738161559888579,0,29,0.07692307692307693,0
40,1,0.03126462706294639,0.4864627669249518,4.7461273666092945,18.14666666666667,2,14,0.429096252755327,0.4406196213425129,15,88,0.07053637031594416,0
41,0,0.05790043290043289,0.3992576433982684,4.962095875139354,33.483870967741936,0,2,0.44315992292870904,0.3957636566332218,21,109,0.038535645472061654,0
42,1,0.09081010452961673,0.32822299651567943,5.307535641547862,32.8235294117647,0,15,0.34408602150537637,0.5498981670061099,3,75,0.03225806451612903,1
43,1,0.35000000000000003,0.48333333333333334,4.235294117647059,10.5,0,0,0.3333333333333333,0.9411764705882353,0,3,0.047619047619047616,0
44,0,0.17522847522847526,0.43440355940355935,4.75764705882353,24.19047619047619,0,10,0.41732283464566927,0.5105882352941177,6,52,0.05905511811023622,0
45,0,-0.03974358974358975,0.1888888888888889,4.695652173913044,20.90909090909091,0,3,0.391304347826087,0.592391304347826,1,20,0.05652173913043478,0
46,0,0.06964490968801312,0.4314778325123153,4.578356858487152,22.158940397350992,0,11,0.42797369994022716,0.29931234165761855,99,252,0.0484160191273162,0
47,0,0.10007631257631258,0.4641788766788767,4.9109947643979055,33.75,0,3,0.37333333333333335,0.47643979057591623,27,68,0.04,0
48,1,0.09300228851010103,0.4554648042929292,5.001379310344827,25.941176470588236,1,5,0.3843537414965986,0.5020689655172413,12,66,0.060090702947845805,0
49,0,0.16883831640840993,0.48778425105527906,4.9031365313653135,22.016393442622952,0,2,0.39166046165301566,0.4446494464944649,29,121,0.055100521221146684,0
50,1,-0.022287616423980052,0.41699855699855687,5.056818181818182,28.56,0,4,0.40896358543417366,0.42657342657342656,13,50,0.04831932773109244,0
51,0,0.03644278606965175,0.4251658374792703,4.868191721132898,28.77777777777778,0,9,0.3832046332046332,0.39760348583877997,21,115,0.03957528957528957,0
52,0,0.11304815233076103,0.41359094046050576,4.537969624300559,25.677966101694917,0,10,0.4508250825082508,0.4044764188649081,23,141,0.08052805280528053,0
53,0,0.07780480934590524,0.3699921425606357,5.251509054325956,29.94871794871795,0,25,0.375,0.4537223340040241,6,72,0.03767123287671233,0
54,0,0.1425865800865801,0.35068542568542566,4.651480637813211,25.65,0,6,0.42105263157894735,0.5284738041002278,14,68,0.04483430799220273,0
55,0,0.08939560439560437,0.44657509157509173,5.0809018567639255,32.214285714285715,0,3,0.41019955654101997,0.4946949602122016,15,61,0.04656319290465632,0
56,1,0.053720238095238085,0.5574404761904762,4.89159891598916,29.4,0,6,0.3492063492063492,0.5121951219512195,4,49,0.031746031746031744,0
57,1,0.08187378810425687,0.5000091878607502,4.78494623655914,29.29824561403509,1,19,0.40179640718562876,0.36774193548387096,52,120,0.06646706586826347,0
58,0,0.16277056277056276,0.3993145743145743,5.297101449275362,23.428571428571427,0,3,0.35365853658536583,0.6159420289855072,5,32,0.018292682926829267,0
59,0,0.15925925925925927,0.17962962962962967,5.473389355742297,25.176470588235293,0,2,0.3808411214953271,0.5546218487394958,3,31,0.053738317757009345,0
60,0,0.01620670995670996,0.38358585858585853,5.16,25.666666666666668,0,9,0.36883116883116884,0.5661538461538461,10,41,0.03636363636363636,0
61,1,0.17708333333333334,0.40208333333333335,4.652849740932642,20.5,0,11,0.32926829268292684,0.5906735751295337,3,29,0.06910569105691057,0
62,1,0.15764462809917354,0.3953305785123967,4.956467661691542,23.78048780487805,0,35,0.3569230769230769,0.4552238805970149,12,72,0.04923076923076923,0
63,1,0.06822916666666666,0.39883432539682545,5.078125,31.61111111111111,0,8,0.46397188049209137,0.44140625,1,51,0.06854130052724078,0
64,1,0.0474402409185018,0.4972731978166761,5.136363636363637,19.366666666666667,0,11,0.3889845094664372,0.5702479338842975,6,60,0.06540447504302926,0
65,1,0.0770408163265306,0.2899659863945578,4.436619718309859,28.88888888888889,0,12,0.4653846153846154,0.6009389671361502,9,18,0.09615384615384616,0
66,1,-0.0492798353909465,0.5106995884773663,4.802439024390244,18.285714285714285,2,9,0.341796875,0.47804878048780486,5,44,0.068359375,2
67,0,0.08866603535353534,0.36954419191919197,5.08997955010225,27.047619047619047,0,4,0.3714788732394366,0.50920245398773,15,82,0.03697183098591549,0
68,1,0.07172406245439954,0.4825259010652268,4.688888888888889,22.387096774193548,2,12,0.430835734870317,0.4106666666666667,25,116,0.09726224783861671,0
69,0,-0.01066666666666665,0.396,4.988549618320611,21.285714285714285,0,3,0.3691275167785235,0.5381679389312977,13,32,0.016778523489932886,0
70,1,0.1833809523809524,0.46876190476190477,4.917582417582418,27.0,1,14,0.3402777777777778,0.5989010989010989,16,55,0.046296296296296294,2
71,0,0.08497253879906942,0.46877521571399133,4.7720488466757125,15.272727272727273,0,3,0.3621031746031746,0.5400271370420624,37,104,0.05952380952380952,0
72,0,0.040476190476190485,0.32469804969804966,5.135555555555555,22.73913043478261,0,2,0.361376673040153,0.5444444444444444,13,51,0.05353728489483748,0
73,0,-0.1298611111111111,0.4705555555555555,4.53781512605042,21.428571428571427,2,0,0.4,0.6890756302521008,3,14,0.06666666666666667,0
74,1,0.02023461431356168,0.46957671957671965,4.303602058319039,22.4375,0,7,0.5069637883008357,0.4288164665523156,7,38,0.11838440111420613,0
75,1,0.2643097643097643,0.5351851851851852,4.48015873015873,16.2,0,5,0.3765432098765432,0.373015873015873,38,77,0.05401234567901234,0
76,0,0.01948051948051948,0.4480519480519481,4.971563981042654,24.0,0,0,0.4166666666666667,0.5545023696682464,8,23,0.04583333333333333,0
77,1,0.018565762240004665,0.40209257072893445,4.98284625158831,35.63461538461539,2,49,0.404749055585537,0.35895806861499363,24,172,0.05450620615218565,0
78,0,-0.1722222222222222,0.27777777777777773,5.136986301369863,30.333333333333332,0,1,0.34065934065934067,0.7123287671232876,2,12,0.06593406593406594,0
79,1,0.3125,0.3333333333333333,5.133333333333334,10.5,1,0,0.2857142857142857,0.9333333333333333,1,2,0.0,0
80,0,0.05932539682539682,0.3820436507936508,4.413625304136253,26.57894736842105,1,8,0.44554455445544555,0.5109489051094891,11,32,0.07326732673267326,0
81,1,0.07151076023843886,0.4866799371263656,5.039485766758494,30.68235294117647,0,71,0.4125766871165644,0.3526170798898072,13,144,0.061733128834355826,0
82,0,0.03532931354359924,0.644030612244898,4.659509202453988,30.615384615384617,0,7,0.40954773869346733,0.5521472392638037,1,20,0.052763819095477386,0
83,0,0.08698206555349411,0.46272933415790557,5.049273021001616,29.541666666666668,0,4,0.421015514809591,0.3772213247172859,9,74,0.06488011283497884,0
84,1,0.037834224598930474,0.4027629233511587,4.981343283582089,28.0,1,11,0.39285714285714285,0.5783582089552238,6,37,0.05519480519480519,0
85,0,0.025054112554112547,0.32330447330447326,5.298214285714286,25.37037037037037,0,4,0.3284671532846715,0.4642857142857143,0,83,0.020437956204379562,0
86,1,0.1996751945970696,0.6739278083028085,4.5904572564612325,18.2,5,16,0.375,0.48111332007952284,17,47,0.08516483516483517,1
87,0,0.007582104109881882,0.4404467960023516,4.416666666666667,21.5,4,7,0.3798449612403101,0.5245098039215687,13,63,0.05232558139534884,0
88,1,0.06953125,0.4144001831501831,4.3810975609756095,22.58823529411765,0,16,0.4231770833333333,0.45426829268292684,23,66,0.078125,0
89,0,0.1056571293290043,0.35998308982683985,5.329861111111111,33.3,1,7,0.3713713713713714,0.4305555555555556,26,121,0.042042042042042045,0
90,0,0.04702380952380952,0.3724728487886383,5.04,32.375,0,2,0.4015444015444015,0.6133333333333333,3,27,0.02702702702702703,0
91,0,0.08571785750003573,0.4052396723188802,4.646464646464646,25.177419354838708,0,8,0.42664958360025623,0.41181041181041184,29,88,0.07174887892376682,0
92,0,0.07048260381593716,0.44029180695847364,5.186335403726708,25.866666666666667,0,6,0.36082474226804123,0.515527950310559,2,36,0.05154639175257732,0
93,1,0.09214794044339501,0.5027646595828414,4.259541984732825,18.0625,4,3,0.43944636678200694,0.5381679389312977,2,8,0.11418685121107267,0
94,1,0.13380952380952382,0.3084126984126984,5.089473684210526,21.142857142857142,1,8,0.39414414414414417,0.5342105263157895,1,51,0.08108108108108109,0
95,1,0.11745454545454546,0.3726689976689977,4.7253731343283585,21.88888888888889,1,3,0.4416243654822335,0.564179104477612,3,32,0.08883248730964467,0
96,0,-0.002146464646464642,0.25858585858585864,5.081521739130435,33.07692307692308,0,3,0.3767441860465116,0.5108695652173914,10,41,0.05116279069767442,0
97,1,0.07401154401154403,0.2903174603174603,4.940298507462686,34.57142857142857,1,16,0.3140495867768595,0.6865671641791045,5,20,0.01652892561983471,0
98,1,0.10301587301587302,0.3752380952380952,4.551111111111111,41.166666666666664,0,5,0.4291497975708502,0.5777777777777777,2,18,0.06882591093117409,0
99,1,0.038231367026547745,0.45556850779742336,4.533269045323047,23.823529411764707,0,21,0.38765432098765434,0.4223722275795564,19,101,0.08148148148148149,0
100,0,0.0,0.0,5.134615384615385,22.0,0,0,0.2727272727272727,0.6923076923076923,2,8,0.030303030303030304,0
101,0,0.07369227994227995,0.3390032982890125,4.993393889347646,21.028169014084508,0,5,0.38379102478231747,0.38810900082576383,17,141,0.0535833891493637,0
102,1,0.10552624458874463,0.4296435335497836,4.703947368421052,24.6,5,12,0.3170731707317073,0.4583333333333333,12,79,0.056910569105691054,3
103,1,-0.04666666666666667,0.7133333333333333,4.836363636363636,30.5,0,12,0.29508196721311475,0.8363636363636363,0,3,0.01639344262295082,0
104,1,0.0755478050595238,0.44542799648268416,5.054640718562874,29.76923076923077,0,8,0.45542635658914726,0.39895209580838326,17,102,0.05103359173126615,0
105,1,0.005324074074074074,0.5416666666666667,4.882352941176471,27.5,5,12,0.4072727272727273,0.5701357466063348,2,16,0.09454545454545454,1
106,1,-0.275,0.55,5.4,15.0,0,3,0.2,1.0,0,2,0.0,0
107,1,0.296978021978022,0.5350503663003663,4.371727748691099,17.025,3,18,0.47577092511013214,0.4363001745200698,7,33,0.13803230543318648,0
108,1,-0.13075396825396826,0.642063492063492,4.470588235294118,12.666666666666666,3,5,0.3684210526315789,0.9411764705882353,0,5,0.05263157894736842,0
109,0,0.003646384479717815,0.4116710758377425,5.177545691906006,30.096774193548388,0,5,0.3633440514469453,0.42297650130548303,10,88,0.03536977491961415,0
110,1,0.12681623931623925,0.42958384208384215,4.478504672897197,24.076923076923077,0,1,0.4185303514376997,0.4654205607476635,19,82,0.06869009584664537,0
111,1,0.2271428571428571,0.4940178571428572,4.731543624161074,19.14814814814815,0,6,0.43133462282398455,0.4720357941834452,8,44,0.10444874274661509,0
112,0,0.09246406926406923,0.3059103896103896,4.864761904761905,26.434782608695652,0,3,0.42105263157894735,0.45904761904761904,11,58,0.04111842105263158,0
113,0,0.023740597464001714,0.4420643422771083,4.925773195876289,35.875,0,9,0.42857142857142855,0.4865979381443299,5,38,0.04355400696864112,0
114,1,0.05374576792083999,0.42436458834153357,5.1647370959961405,135.1578947368421,8,88,0.2949766355140187,0.4240231548480463,77,615,0.035046728971962614,0
115,1,0.15654351395730706,0.49552955665024634,5.461669505962521,26.074074074074073,1,4,0.33238636363636365,0.6081771720613288,15,35,0.04261363636363636,0
116,1,0.044602272727272727,0.27002840909090914,5.222222222222222,28.0,0,7,0.3516483516483517,0.5228758169934641,13,50,0.02197802197802198,0
117,1,0.18450786939159033,0.5784413906506929,4.753807106598985,22.15,0,5,0.4198645598194131,0.5380710659898477,4,33,0.08577878103837472,0
118,1,-0.003153935185185185,0.45810185185185187,4.373887240356083,17.125,3,35,0.4209245742092457,0.5044510385756676,2,21,0.1070559610705596,0
119,0,0.12567640692640694,0.3553300865800865,5.007352941176471,31.933333333333334,0,2,0.38204592901878914,0.4852941176470588,11,35,0.03549060542797495,0
120,0,0.03117261045832474,0.4281100116814403,4.837315130830489,25.023809523809526,0,4,0.4329210275927688,0.40955631399317405,22,51,0.046622264509990484,0
121,0,0.12860583684950774,0.4577531645569618,4.6864310148232615,28.40506329113924,0,62,0.3810160427807487,0.4047890535917902,61,223,0.05614973262032086,0
122,1,0.10595238095238094,0.6047619047619046,4.901477832512315,23.1,2,119,0.45021645021645024,0.6206896551724138,4,25,0.04329004329004329,0
123,0,0.10535629734848485,0.3478515625,4.962080173347779,30.685714285714287,0,15,0.3761638733705773,0.4712892741061755,10,110,0.051210428305400374,0
124,0,0.008121512746512747,0.49120508658008644,4.8179148311306905,17.53191489361702,0,2,0.4211165048543689,0.5066079295154186,7,69,0.08737864077669903,0
125,0,0.11319601914840012,0.43822751322751324,4.79935125115848,31.694117647058825,0,3,0.3860430586488493,0.2965708989805375,115,252,0.05605048255382331,0
126,0,0.16002155172413793,0.45261494252873574,4.6940298507462686,13.75,11,18,0.3064935064935065,0.6082089552238806,11,50,0.025974025974025976,0
127,1,0.06297979797979797,0.3513325563325564,5.375862068965517,29.470588235294116,0,22,0.38622754491017963,0.3620689655172414,15,74,0.0499001996007984,1
128,1,0.1875,0.7,4.510204081632653,13.5,0,4,0.35185185185185186,0.7959183673469388,0,7,0.05555555555555555,0
129,0,0.12624458874458874,0.43252164502164503,5.369829683698297,30.9375,0,1,0.3797979797979798,0.5498783454987834,12,41,0.026262626262626262,0
130,1,0.08392992424242424,0.3330555555555556,4.620952380952381,33.333333333333336,1,8,0.38166666666666665,0.49523809523809526,27,81,0.03333333333333333,0
131,1,0.11394041855580317,0.38378077051153986,5.172190201729107,27.483333333333334,0,9,0.42449969678593086,0.39121037463976943,27,90,0.04002425712553062,0
132,0,0.16060090702947843,0.4418934240362812,4.818604651162791,25.6,0,11,0.333984375,0.5186046511627908,5,34,0.048828125,0
133,0,0.11038308618095853,0.5525617113383071,4.513776337115073,31.956521739130434,0,16,0.5047619047619047,0.4246353322528363,5,16,0.1401360544217687,0
134,0,0.13931818181818184,0.5206439393939394,5.123809523809523,27.642857142857142,0,3,0.3178294573643411,0.5650793650793651,8,37,0.028423772609819122,0
135,1,-0.06739510489510489,0.37150349650349657,4.886075949367089,23.272727272727273,0,16,0.390625,0.5274261603375527,5,23,0.04296875,0
136,1,0.1484848484848485,0.531060606060606,5.450549450549451,25.0,0,1,0.3169230769230769,0.5238095238095238,10,62,0.046153846153846156,0
137,0,0.08547138047138046,0.32478114478114484,4.924050632911392,32.714285714285715,0,3,0.36899563318777295,0.5417721518987342,7,33,0.05021834061135371,0
138,1,-0.0499150491085975,0.6778219987897407,5.146997929606625,26.695652173913043,1,2,0.38925081433224756,0.453416149068323,6,63,0.06840390879478828,0
139,1,0.08315018315018315,0.5021978021978023,4.553956834532374,14.363636363636363,0,9,0.4240506329113924,0.697841726618705,2,9,0.06962025316455696,0
140,1,0.03423611111111111,0.42111111111111105,4.591240875912408,19.774193548387096,1,13,0.4730831973898858,0.45985401459854014,6,54,0.10766721044045677,0
141,0,0.12256441349814849,0.5007951285662129,4.870478413068845,22.27659574468085,0,8,0.42311365807067813,0.4002333722287048,26,106,0.04680038204393505,0
142,1,0.02632063882063882,0.6141994266994265,4.758241758241758,23.11111111111111,0,4,0.40865384615384615,0.5604395604395604,3,37,0.07692307692307693,0
143,0,0.10989882210812445,0.3522374911909795,4.990909090909091,25.5,0,8,0.3843137254901961,0.5340909090909091,4,35,0.047058823529411764,0
144,0,0.074529874312483,0.4182780182780183,4.636263736263737,21.65686274509804,1,18,0.4644635581711182,0.34065934065934067,40,152,0.0869171570846537,0
145,1,0.07470964560414106,0.3983130121662232,4.995454545454545,32.44444444444444,0,16,0.4506849315068493,0.3840909090909091,20,162,0.052054794520547946,0
146,1,-0.01835420205673371,0.42504429466454774,4.669144981412639,21.25531914893617,0,24,0.42742742742742745,0.41511771995043373,11,63,0.09109109109109109,0
147,0,0.05629262712596045,0.45105456272122935,4.9079754601226995,31.176470588235293,0,4,0.43018867924528303,0.43941717791411045,19,101,0.07232704402515723,0
148,1,0.16081649831649827,0.3794191919191919,4.941002949852507,33.833333333333336,0,2,0.3768472906403941,0.5162241887905604,20,58,0.046798029556650245,0
149,1,-0.03614062704971799,0.38318341110548904,4.884439359267734,26.57894736842105,0,9,0.38811881188118813,0.47368421052631576,27,75,0.0504950495049505,0
150,0,0.06522095029826991,0.2979633596643905,4.99660152931181,28.448979591836736,0,1,0.41965566714490676,0.38657604078164826,28,143,0.03802008608321377,0
151,0,0.04619666048237476,0.4335807050092764,4.896296296296296,18.0,0,4,0.35,0.6074074074074074,0,14,0.05555555555555555,0
152,1,0.10583333333333333,0.3745238095238095,5.243119266055046,36.857142857142854,0,8,0.36046511627906974,0.6422018348623854,7,28,0.031007751937984496,0
153,1,0.05226484879454494,0.42749038101248066,5.179807013414921,128.21951219512195,9,90,0.29370363325090354,0.42127559425747235,78,629,0.034810728552406314,0
154,0,0.024797979797979795,0.42793771043771045,4.787375415282392,22.933333333333334,0,4,0.3808139534883721,0.5348837209302325,2,28,0.0377906976744186,0
155,1,0.036900037792894934,0.31376606198034773,5.038379530916845,25.571428571428573,0,14,0.3891992551210428,0.5031982942430704,3,61,0.03165735567970205,0
156,1,0.14345454545454545,0.53,4.493023255813953,18.62962962962963,0,9,0.46123260437375746,0.4441860465116279,4,46,0.12127236580516898,0
157,0,0.02666666666666667,0.26833333333333337,4.964,24.53846153846154,0,3,0.3322884012539185,0.592,15,34,0.04075235109717868,0
158,0,0.15900673400673404,0.3471520763187431,4.874095513748191,31.40740740740741,0,0,0.419811320754717,0.45007235890014474,17,49,0.07665094339622641,0
159,1,0.02787999037999038,0.3752645502645502,4.840425531914893,37.666666666666664,1,21,0.3480825958702065,0.648936170212766,4,31,0.04129793510324484,0
160,0,0.29691558441558435,0.6306818181818182,4.935960591133005,17.875,1,11,0.2972027972027972,0.6206896551724138,9,35,0.045454545454545456,0
161,0,0.0031962481962482,0.5010768860768859,5.01878612716763,23.942857142857143,0,17,0.3854415274463007,0.46965317919075145,2,106,0.07159904534606205,0
162,1,0.17045454545454544,0.5,4.666666666666667,7.0,1,0,0.35714285714285715,1.0,0,1,0.07142857142857142,0
163,1,0.16988095238095238,0.5859340659340659,4.461783439490445,16.869565217391305,1,4,0.43041237113402064,0.5445859872611465,5,23,0.1134020618556701,0
164,0,0.04211896593972066,0.5531724250592175,4.786686838124054,14.774193548387096,0,3,0.3558951965065502,0.5491679273827534,28,79,0.05786026200873363,0
165,0,0.0913638801138801,0.4856802581802583,4.618945102260495,22.714285714285715,0,17,0.42407906558849956,0.3961248654467169,10,102,0.09254267744833783,0
